,页面网址,酒店名称,回复ID,回复时间,answer,原ID,question,原时间,clean_question_new,clean_answer_new
46,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,kajua69,19-Feb,Anyone manage to get them to allow 2 adults to 2 kids into their deluxe rooms? They seem pretty strict about 2+1 max only even if it aint practical for some families,Answer from PadmaResort_HM,"Dear Kajua69

The deluxe room is too small for 2 adults and 2 kids to sleep comfortably. We'd recommend you to book a Premier Twin Room or a Family Room. 

Please contact our reservation team directly for further information. 

Thank you.",19-Mar, kajua69 deluxe  small adults kids sleep comfortably recommend book premier twin  family   contact reservation team directly information ,anyone manage  allow adults kids deluxe rooms seem pretty strict max even aint practical families
47,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Debra G,19-Feb,"We are looking at booking a NEW Garden  chalet room but unsure whether to request to be upstairs or on ground level, also are they nearer to the beach?",Answer from jettie1234,"The garden chalets are all around the resort, they are closer to the beach then the family rooms. It depends on your preference, but if you book 2nd story, I’m not sure if there are lifts, so you’d be walking up and down stairs. The chalets are beautiful to stay in.",19-Feb,garden chalets around  closer beach family rooms depends preference book 2nd story  sure lifts  walking stairs chalets beautiful stay,looking booking new garden chalet  unsure whether request upstairs ground level  nearer beach
48,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Happiness266105,19-Jan,What’s the best room for 2 adults and 2 kids aged 14 & 7?? �,Answer from shetravelswithkids,"I would recommend the delux chalet with 2 interconnected rooms. Lots of space & very quiet. We looked at the family rooms, but they are hard to get a booking & thought could be noisy by the kids pool. Family rooms are good if you have younger kids but not sure if a 14 year old will want to share a bunk ?",19-Jan, recommend delux chalet interconnected rooms lots space quiet looked family rooms hard  booking thought  noisy kids pool family rooms good younger kids sure year old  share bunk,   adults kids aged
49,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Helen H,19-Jan,Do you have any rooms with ocean views?,Answer from PadmaResort_HM,"Hi Helen H

Sorry, we don't have any room with ocean view...",19-Jan, helen h sorry  ocean view,rooms ocean views
50,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Crownlynn,19-Jan,Hi what room would you ask for if you have 2 adults and a 12and 10 year old. Thanks,Answer from PadmaResort_HM,"Hi Crownlynn

We'd recommend a family room, which consists of one master bedroom connected (on the inside) with one child room with bunk-bed. Each room has its own shower room. 

Alternatively, you may also book a Premier Twin Room which comes with 2 oversize twin beds, so the kid can share bed with parent comfortably. 

Please don't hesitate to contact our reservation team directly if you have any further inquiry.",19-Jan, crownlynn recommend family  consists  master bedroom connected inside  child  bunk bed  shower  alternatively may  book premier twin  comes oversize twin beds kid share bed parent comfortably  hesitate contact reservation team directly inquiry,   ask adults 12and year old thanks
51,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,spoiledkiwi,19-Jan,"Do Padma let you bring pool floats, like lilos I know some resorts don’t let you?",Answer from PadmaResort_HM,"Hello spoiledkiwi

yes you may bring your own floaties :)",19-Jan, spoiledkiwi  may  floaties, let  pool floats like lilos know resorts  let
52,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Michelle D,19-Jan,"Hi, We have booked for 5 nights direct with the hotel which includes airport transfers, I'm a little unsure if the drivers expect a tip for their service. I don't want to insult anyone, but want to make sure I change currency at the airport if this is what is the norm. What does everyone else do? Thanks in advance!",Answer from Paul B,"Hi the Padma will pick you up & they don't expect a tip, however I highly suggest that you don't change money till you are at the hotel. The airport rates are low & even worse here in Australia,",19-Jan,  pick expect tip however highly suggest change money till  airport rates low even worse australia, booked nights direct  includes airport transfers little unsure drivers expect tip service  insult anyone  make sure change currency airport norm everyone else thanks advance
53,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,ROBIN728,19-Jan,"Hi does the resort have beach umbrellas and loungers on the beach,
                        Regards Robin",Answer from PadmaResort_HM,"Hi Robin728

The beach in front of our resort is not privately owned by us, there are a few beach vendors whom you can rent the beach umbrellas and loungers from. 

We do have plenty of sun loungers facing the beach though...

Hope that helps.",19-Jan, robin728 beach front  privately owned  beach vendors rent beach umbrellas loungers plenty sun loungers facing beach though hope helps,  beach umbrellas loungers beach  robin
54,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,LeeAlli,19-Jan,Is there rooms with pool access?,Answer from PadmaResort_HM,"Yes we do LeeAlli, 

It's called Lagoon Pool Access room.",19-Jan, leealli called lagoon pool access ,rooms pool access
55,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,LeeAlli,19-Jan,Is there rooms with pool access?,Answer from eddie nas,"Yes there is in the lagoon pool area, be mindful though that this is lagoon pool is totally seperate to the main pools in the resort as there are 4 pools",19-Jan, lagoon pool area mindful though lagoon pool totally seperate  pools  pools,rooms pool access
56,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,happylittletraveler,19-Jan,Is late checkout available for a fee? And if so can it be booked in advance? Thank you,Answer from PadmaResort_HM,"Hi 11Jamesy11

Yes late check out is available for a fee and you may book in advance. 

Please contact our reservation team. 

Thank you .",19-Jan, 11jamesy11  late check available fee may book advance  contact reservation team ,late checkout available fee booked advance 
57,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Connector520344,18-Dec,We are travelling to Bali in May 2019 for a wedding. We are staying in Kuta for 5 days with wedding guests and are looking for a quality resort away from Kuta. We will be travelling with 2 adults and 3 teenage daughters would like a room for 2 and a room for 3. Can you recommend rooms.,Answer from angussmall75,Would go for 2 x New delux chalets side by side. Fantastic resort - you'll love it!,18-Dec,  x new delux chalets side side fantastic  love,travelling  may wedding staying  days wedding guests looking quality  away  travelling adults teenage daughters  like   recommend rooms
58,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Michelle J,18-Dec,What room would you recommend for two adults but with twin beds that we have room to move around and separate as much as possible. A room with a balcony/outdoor area also.,Answer from PadmaResort_HM,"Hi lacharily,

We’d recommend to book the Premier Twin room as it is spacious, comes with oversized twin beds, and features a private terrace with garden view.

Please visit our hotel website for further information.",18-Dec, lacharily  recommend book premier twin  spacious comes oversized twin beds features private terrace garden view  visit  website information,  recommend two adults twin beds  move around separate much possible  balcony outdoor area 
59,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Jan L,18-Dec,What size room would we need for 2 adults and a 5 and 2 year old,Answer from PadmaResort_HM,"Hi Jan

We'd recommend a Premier Twin Room, which comes with oversize twin beds so the kids can share bed with the parents. A family room is another option, which has a child room with bunk bed and a master bedroom so for the parents. 

Hope that helps...

Please don't hesitate to contact our reservation team if you have further inquiries.",18-Dec, jan recommend premier twin  comes oversize twin beds kids share bed parents family  another option child  bunk bed master bedroom parents hope helps  hesitate contact reservation team inquiries,size   need adults year old
60,https://www.tripadvisor.com.sg/Hotel_Review-g608487-d307610-Reviews-Padma_Resort_Legian-Legian_Kuta_District_Bali.html,Padma Resort Legian,Hally,18-Dec,Can u swim in the pool when u eat & drink at the hotel as a guest ?,Answer from PadmaResort_HM,"Dear Hally

We welcome outside guests to eat and drink at our restaurants, however the swimming pool and other resort facilities can only be used by the registered in-house guests only. 

Thank you.",18-Dec, hally welcome outside guests eat drink restaurants however swimming pool  facilities used registered house guests ,u swim pool u eat drink  guest
